=== cuMES — CUDA Magnetic Equilibrium Solver ===
input: w7x
ns=99 mnmax=156 ntheta=30 nzeta=36 nZnT=1080 nfp=5 mpol=12 ntor=12 ncurr=1
  initState: vmecpp interpFromBoundaryAndAxis (m>0 s^(m/2))
  profiles: ns=99 phip=2.769296e-01 lamscale=2.769296e-01 maxToroidalFlux=2.769296e-01
knobs: max_iter=5000 delt0=1.000 dtau_floor=0.000e+00 dump_iter=150 e2_start=560

 ITER |    FSQR        FSQZ        FSQL    |   DELT
------+------------------------------------+----------
    2 |   2.204e+00   8.373e-01   1.420e-01 | 1.00e+00 | Rax=5.9718 Rbnd=5.5586
    3 |   7.354e+01   3.778e+01   1.161e-01 | 1.00e+00 | Rax=5.9445 Rbnd=5.5586
  -> BAD JACOBIAN (iter2=3) delt=9.000e-01
    3 |   2.473e+13   3.910e+12   2.611e+04 | 9.00e-01 | Rax=5.9864 Rbnd=5.5586
    4 |   2.204e+00   8.533e-01   1.420e-01 | 9.00e-01 | Rax=5.9745 Rbnd=5.5586
    5 |   4.387e+01   2.232e+01   7.858e-02 | 9.00e-01 | Rax=5.9532 Rbnd=5.5586
  -> BAD JACOBIAN (iter2=5) delt=8.100e-01
  -> BAD JACOBIAN (iter2=8) delt=7.290e-01
  -> BAD JACOBIAN (iter2=11) delt=6.561e-01
  -> BAD JACOBIAN (iter2=15) delt=5.905e-01
   47 |   5.431e-01   2.471e-01   5.643e-03 | 5.90e-01 | Rax=5.9815 Rbnd=5.5586
  -> BAD PROGRESS (iter2=51) delt=5.733e-01
  -> BAD PROGRESS (iter2=64) delt=5.566e-01
  -> BAD PROGRESS (iter2=78) delt=5.404e-01
  -> BAD PROGRESS (iter2=91) delt=5.246e-01
 1693 |   1.898e-11   3.947e-12   5.124e-12 | 5.25e-01 | Rax=6.0092 Rbnd=5.5586
 1743 |   1.722e-11   3.527e-12   4.694e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1793 |   1.553e-11   3.197e-12   4.327e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1843 |   1.404e-11   2.879e-12   4.000e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1893 |   1.279e-11   2.611e-12   3.692e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1943 |   1.170e-11   2.360e-12   3.369e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1953 |   1.155e-11   2.283e-12   3.301e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1963 |   1.133e-11   2.242e-12   3.233e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1973 |   1.110e-11   2.227e-12   3.171e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1983 |   1.094e-11   2.161e-12   3.111e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 1993 |   1.065e-11   2.166e-12   3.053e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2003 |   1.053e-11   2.089e-12   2.989e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2013 |   1.032e-11   2.073e-12   2.928e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2023 |   1.012e-11   2.055e-12   2.872e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2033 |   9.978e-12   2.013e-12   2.818e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2043 |   9.736e-12   2.016e-12   2.765e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2053 |   9.636e-12   1.949e-12   2.706e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2063 |   9.404e-12   1.945e-12   2.650e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2073 |   9.243e-12   1.917e-12   2.597e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2083 |   9.094e-12   1.876e-12   2.545e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2093 |   8.894e-12   1.862e-12   2.492e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2103 |   8.803e-12   1.791e-12   2.435e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2113 |   8.582e-12   1.787e-12   2.379e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2123 |   8.470e-12   1.736e-12   2.323e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2133 |   8.327e-12   1.694e-12   2.268e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2143 |   8.157e-12   1.669e-12   2.212e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2153 |   8.061e-12   1.601e-12   2.152e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2163 |   7.841e-12   1.593e-12   2.092e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2173 |   7.734e-12   1.530e-12   2.032e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2183 |   7.560e-12   1.500e-12   1.975e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2193 |   7.392e-12   1.475e-12   1.917e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2203 |   7.287e-12   1.425e-12   1.857e-12 | 5.25e-01 | Rax=6.0090 Rbnd=5.5586
 2213 |   7.076e-12   1.420e-12   1.799e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2223 |   6.977e-12   1.357e-12   1.743e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2233 |   6.766e-12   1.333e-12   1.693e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2243 |   6.607e-12   1.294e-12   1.642e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2253 |   6.482e-12   1.244e-12   1.591e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2263 |   6.283e-12   1.236e-12   1.543e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2273 |   6.175e-12   1.181e-12   1.498e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2283 |   5.957e-12   1.171e-12   1.460e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2293 |   5.815e-12   1.132e-12   1.420e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2303 |   5.675e-12   1.097e-12   1.382e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
 2313 |   5.497e-12   1.091e-12   1.346e-12 | 5.25e-01 | Rax=6.0091 Rbnd=5.5586
